,id,domain,Procedure type,Document type,Language code,Display code,Name,parent_id,Mandatory,heading_id
244,7025,H,CAP,Package leaflet,bg,,Как изглежда X и какво съдържа опаковката ,7023.0,True,25
245,7026,H,CAP,Package leaflet,bg,,Притежател на разрешението за употреба и производител,7023.0,True,26
246,7027,H,CAP,Package leaflet,bg,,"За допълнителна информация относно това лекарствo, моля, свържете се с локалния представител на притежателя на разрешението за употреба:",7023.0,False,27
247,7028,H,CAP,Package leaflet,bg,,Дата на последно преразглеждане на листовката <{ММ /ГГГГ}> <{месец ГГГГ}>.,7023.0,True,28
248,7029,H,CAP,Package leaflet,bg,,Други източници на информация,7023.0,False,29
249,7030,H,CAP,Package leaflet,bg,,Посочената по-долу информация е предназначена само за медицински специалисти:,7001.0,False,30
250,8001,H,CAP,SmPC,cs,,SOUHRN ÚDAJŮ O PŘÍPRAVKU,,True,1
251,8002,H,CAP,SmPC,cs,,"qTento léčivý přípravek podléhá dalšímu sledování. To umožní rychlé získání nových informací o bezpečnosti. Žádáme zdravotnické pracovníky, aby hlásili jakákoli podezření na nežádoucí účinky. Podrobnosti o hlášení nežádoucích účinků viz bod 4.8.",8001.0,False,2
252,8003,H,CAP,SmPC,cs,1,NÁZEV PŘÍPRAVKU,8001.0,True,3
253,8004,H,CAP,SmPC,cs,2,KVALITATIVNÍ A KVANTITATIVNÍ SLOŽENÍ,8001.0,True,4
254,8005,H,CAP,SmPC,cs,2.1,Obecný popis,8004.0,False,5
255,8006,H,CAP,SmPC,cs,2.2,Kvalitativní a kvantitativní složení,8004.0,False,6
256,8007,H,CAP,SmPC,cs,,<Pomocná látka> <Pomocné látky> se známým účinkem,8006.0,False,7
257,8008,H,CAP,SmPC,cs,3,LÉKOVÁ FORMA,8001.0,True,8
258,8009,H,CAP,SmPC,cs,4,KLINICKÉ ÚDAJE,8001.0,True,9
259,8010,H,CAP,SmPC,cs,4.1,Terapeutické indikace,8009.0,True,10
260,8011,H,CAP,SmPC,cs,4.2,Dávkování a způsob podání,8009.0,True,11
261,8012,H,CAP,SmPC,cs,,Dávkování,8011.0,True,12
262,8013,H,CAP,SmPC,cs,,Pediatrická populace,8012.0,True,13
263,8014,H,CAP,SmPC,cs,,Způsob podání,8011.0,True,14
264,8015,H,CAP,SmPC,cs,,"Opatření, která je nutno učinit před zacházením s léčivým přípravkem nebo před jeho podáním",8014.0,False,15
265,8016,H,CAP,SmPC,cs,4.3,Kontraindikace,8009.0,True,16
266,8017,H,CAP,SmPC,cs,4.4,Zvláštní upozornění a opatření pro použití,8009.0,True,17
267,8018,H,CAP,SmPC,cs,,Sledovatelnost,8017.0,False,18
268,8019,H,CAP,SmPC,cs,,Pediatrická populace,8017.0,False,19
269,8020,H,CAP,SmPC,cs,4.5,Interakce s jinými léčivými přípravky a jiné formy interakce,8009.0,True,20
270,8021,H,CAP,SmPC,cs,,Pediatrická populace,8020.0,False,21
271,8022,H,CAP,SmPC,cs,4.6,"Fertilita, těhotenství a kojení",8009.0,True,22
272,8023,H,CAP,SmPC,cs,,Těhotenství,8022.0,False,23
273,8024,H,CAP,SmPC,cs,,Kojení,8022.0,False,24
274,8025,H,CAP,SmPC,cs,,Fertilita,8022.0,False,25
275,8026,H,CAP,SmPC,cs,4.7,Účinky na schopnost řídit a obsluhovat stroje,8009.0,True,26
276,8027,H,CAP,SmPC,cs,4.8,Nežádoucí účinky,8009.0,True,27
277,8028,H,CAP,SmPC,cs,,Pediatrická populace,8027.0,False,28
278,8029,H,CAP,SmPC,cs,,Hlášení podezření na nežádoucí účinky,8027.0,True,29
279,8030,H,CAP,SmPC,cs,4.9,Předávkování,8009.0,True,30
280,8031,H,CAP,SmPC,cs,,Pediatrická populace,8030.0,False,31
281,8032,H,CAP,SmPC,cs,5,FARMAKOLOGICKÉ VLASTNOSTI,8001.0,True,32
282,8033,H,CAP,SmPC,cs,5.1,Farmakodynamické vlastnosti,8032.0,True,33
283,8034,H,CAP,SmPC,cs,,Mechanismus účinku,8033.0,False,34
284,8035,H,CAP,SmPC,cs,,Farmakodynamické účinky,8033.0,False,35
285,8036,H,CAP,SmPC,cs,,Klinická účinnost a bezpečnost,8033.0,False,36
286,8037,H,CAP,SmPC,cs,,Pediatrická populace,8033.0,False,37
287,8038,H,CAP,SmPC,cs,5.2,Farmakokinetické vlastnosti,8032.0,True,38
288,8039,H,CAP,SmPC,cs,,Absorpce,8038.0,False,39
289,8040,H,CAP,SmPC,cs,,Distribuce,8038.0,False,40
290,8041,H,CAP,SmPC,cs,,Biotransformace,8038.0,False,41
291,8042,H,CAP,SmPC,cs,,Eliminace,8038.0,False,42
292,8043,H,CAP,SmPC,cs,,Linearita/nelinearita,8038.0,False,43
293,8044,H,CAP,SmPC,cs,,Farmakokinetické/farmakodynamické vztahy,8038.0,False,44
294,8045,H,CAP,SmPC,cs,5.3,Předklinické údaje vztahující se k bezpečnosti,8032.0,True,45
295,8046,H,CAP,SmPC,cs,,Posouzení rizika pro životní prostředí,8045.0,False,46
296,8047,H,CAP,SmPC,cs,6,FARMACEUTICKÉ ÚDAJE,8001.0,True,47
297,8048,H,CAP,SmPC,cs,6.1,Seznam pomocných látek,8047.0,True,48
298,8049,H,CAP,SmPC,cs,6.2,Inkompatibility,8047.0,True,49
299,8050,H,CAP,SmPC,cs,6.3,Doba použitelnosti,8047.0,True,50
300,8051,H,CAP,SmPC,cs,6.4,Zvláštní opatření pro uchovávání,8047.0,True,51
301,8052,H,CAP,SmPC,cs,6.5,"Druh obalu a obsah balení <a zvláštní vybavení pro použití, podání nebo implantaci>",8047.0,True,52
302,8053,H,CAP,SmPC,cs,6.6,Zvláštní opatření pro likvidaci přípravku <a pro zacházení s ním>,8047.0,True,53
303,8054,H,CAP,SmPC,cs,,Použití u pediatrické populace,8053.0,False,54
304,8055,H,CAP,SmPC,cs,7,DRŽITEL ROZHODNUTÍ O REGISTRACI,8001.0,True,55
305,8056,H,CAP,SmPC,cs,8,REGISTRAČNÍ ČÍSLO/<REGISTRAČNÍ> <ČÍSLA> ,8001.0,True,56
306,8057,H,CAP,SmPC,cs,9,DATUM PRVNÍ REGISTRACE/PRODLOUŽENÍ REGISTRACE,8001.0,True,57
307,8058,H,CAP,SmPC,cs,10,DATUM REVIZE TEXTU,8001.0,True,58
308,8059,H,CAP,SmPC,cs,11,DOZIMETRIE,8001.0,False,59
309,8060,H,CAP,SmPC,cs,12,NÁVOD PRO PŘÍPRAVU RADIOFARMAK,8001.0,False,60
310,9001,H,CAP,Annex II,cs,,PŘÍLOHA II,,True,1
311,9002,H,CAP,Annex II,cs,A,<VÝROBCE/VÝROBCI BIOLOGICKÉ LÉČIVÉ LÁTKY/BIOLOGICKÝCH LÉČIVÝCH LÁTEK A> VÝROBCE ODPOVĚDNÝ/VÝROBCI ODPOVĚDNÍ ZA PROPOUŠTĚNÍ ŠARŽÍ,9001.0,True,2
312,9003,H,CAP,Annex II,cs,,Název a adresa výrobce/výrobců biologické léčivé látky/biologických léčivých látek,9002.0,False,3
313,9004,H,CAP,Annex II,cs,,Název a adresa výrobce odpovědného/výrobců odpovědných za propouštění šarží,9002.0,True,4
314,9005,H,CAP,Annex II,cs,B,PODMÍNKY NEBO OMEZENÍ VÝDEJE A POUŽITÍ ,9001.0,True,5
315,9006,H,CAP,Annex II,cs,,Úřední propouštění šarží,9005.0,False,6
316,9007,H,CAP,Annex II,cs,C,DALŠÍ PODMÍNKY A POŽADAVKY REGISTRACE,9001.0,True,7
317,9008,H,CAP,Annex II,cs,,Pravidelně aktualizované zprávy o bezpečnosti (PSUR),9007.0,True,8
318,9009,H,CAP,Annex II,cs,D,PODMÍNKY NEBO OMEZENÍ S OHLEDEM NA BEZPEČNÉ A ÚČINNÉ POUŽÍVÁNÍ LÉČIVÉHO PŘÍPRAVKU,9001.0,True,9
319,9010,H,CAP,Annex II,cs,,Plán řízení rizik (RMP),9009.0,True,10
320,9011,H,CAP,Annex II,cs,,Další opatření k minimalizaci rizik,9009.0,False,11
321,9012,H,CAP,Annex II,cs,,Povinnost uskutečnit poregistrační opatření,9009.0,False,12
322,9013,H,CAP,Annex II,cs,E,ZVLÁŠTNÍ POVINNOST USKUTEČNIT POREGISTRAČNÍ OPATŘENÍ PRO <PODMÍNĚNOU REGISTRACI PŘÍPRAVKU> <REGISTRACI PŘÍPRAVKU ZA VÝJIMEČNÝCH OKOLNOSTÍ>,9001.0,False,13
323,10001,H,CAP,Labelling,cs,A,OZNAČENÍ NA OBALU,,True,1
324,10002,H,CAP,Labelling,cs,,ÚDAJE UVÁDĚNÉ NA <VNĚJŠÍM OBALU> <A> <VNITŘNÍM OBALU>,10001.0,True,2
325,10003,H,CAP,Labelling,cs,1,NÁZEV LÉČIVÉHO PŘÍPRAVKU,10002.0,True,3
326,10004,H,CAP,Labelling,cs,2,OBSAH LÉČIVÉ LÁTKY/LÉČIVÝCH LÁTEK,10002.0,True,4
327,10005,H,CAP,Labelling,cs,3,SEZNAM POMOCNÝCH LÁTEK,10002.0,True,5
328,10006,H,CAP,Labelling,cs,4,LÉKOVÁ FORMA A OBSAH BALENÍ,10002.0,True,6
329,10007,H,CAP,Labelling,cs,5,ZPŮSOB A CESTA/CESTY PODÁNÍ,10002.0,True,7
330,10008,H,CAP,Labelling,cs,6,"ZVLÁŠTNÍ UPOZORNĚNÍ, ŽE LÉČIVÝ PŘÍPRAVEK MUSÍ BÝT UCHOVÁVÁN MIMO DOHLED A DOSAH DĚTÍ",10002.0,True,8
331,10009,H,CAP,Labelling,cs,7,"DALŠÍ ZVLÁŠTNÍ UPOZORNĚNÍ, POKUD JE POTŘEBNÉ",10002.0,True,9
332,10010,H,CAP,Labelling,cs,8,POUŽITELNOST,10002.0,True,10
333,10011,H,CAP,Labelling,cs,9,ZVLÁŠTNÍ PODMÍNKY PRO UCHOVÁVÁNÍ,10002.0,True,11
334,10012,H,CAP,Labelling,cs,10,"ZVLÁŠTNÍ OPATŘENÍ PRO LIKVIDACI NEPOUŽITÝCH LÉČIVÝCH PŘÍPRAVKŮ NEBO ODPADU Z NICH, POKUD JE TO VHODNÉ",10002.0,True,12
335,10013,H,CAP,Labelling,cs,11,NÁZEV A ADRESA DRŽITELE ROZHODNUTÍ O REGISTRACI,10002.0,True,13
336,10014,H,CAP,Labelling,cs,12,REGISTRAČNÍ ČÍSLO/ČÍSLA,10002.0,True,14
337,10015,H,CAP,Labelling,cs,13,"ČÍSLO ŠARŽE <, KÓD DÁRCE A KÓD LÉČIVÉHO PŘÍPRAVKU>",10002.0,True,15
338,10016,H,CAP,Labelling,cs,14,KLASIFIKACE PRO VÝDEJ,10002.0,True,16
339,10017,H,CAP,Labelling,cs,15,NÁVOD K POUŽITÍ,10002.0,True,17
340,10018,H,CAP,Labelling,cs,16,INFORMACE V BRAILLOVĚ PÍSMU,10002.0,True,18
341,10019,H,CAP,Labelling,cs,17,JEDINEČNÝ IDENTIFIKÁTOR – 2D ČÁROVÝ KÓD,10002.0,True,19
342,10020,H,CAP,Labelling,cs,18,JEDINEČNÝ IDENTIFIKÁTOR – DATA ČITELNÁ OKEM,10002.0,True,20
343,10021,H,CAP,Labelling,cs,,MINIMÁLNÍ ÚDAJE UVÁDĚNÉ NA BLISTRECH NEBO STRIPECH,10001.0,True,21
344,10022,H,CAP,Labelling,cs,1,NÁZEV LÉČIVÉHO PŘÍPRAVKU,10021.0,True,22
345,10023,H,CAP,Labelling,cs,2,NÁZEV DRŽITELE ROZHODNUTÍ O REGISTRACI,10021.0,True,23
346,10024,H,CAP,Labelling,cs,3,POUŽITELNOST,10021.0,True,24
347,10025,H,CAP,Labelling,cs,4,"ČÍSLO ŠARŽE <, KÓD DÁRCE A KÓD LÉČIVÉHO PŘÍPRAVKU>",10021.0,True,25
348,10026,H,CAP,Labelling,cs,5,JINÉ,10021.0,True,26
349,10027,H,CAP,Labelling,cs,,MINIMÁLNÍ ÚDAJE UVÁDĚNÉ NA MALÉM VNITŘNÍM OBALU,10001.0,True,27
350,10028,H,CAP,Labelling,cs,1,NÁZEV LÉČIVÉHO PŘÍPRAVKU A CESTA/CESTY PODÁNÍ,10027.0,True,28
351,10029,H,CAP,Labelling,cs,2,ZPŮSOB PODÁNÍ,10027.0,True,29
352,10030,H,CAP,Labelling,cs,3,POUŽITELNOST,10027.0,True,30
353,10031,H,CAP,Labelling,cs,4,"ČÍSLO ŠARŽE <, KÓD DÁRCE A KÓD LÉČIVÉHO PŘÍPRAVKU",10027.0,True,31
354,10032,H,CAP,Labelling,cs,5,"OBSAH UDANÝ JAKO HMOTNOST, OBJEM NEBO POČET",10027.0,True,32
355,10033,H,CAP,Labelling,cs,6,JINÉ,10027.0,True,33
356,11001,H,CAP,Package leaflet,cs,B,PŘÍBALOVÁ INFORMACE,,True,1
357,11002,H,CAP,Package leaflet,cs,,"qTento přípravek podléhá dalšímu sledování. To umožní rychlé získání nových informací o bezpečnosti. Můžete přispět tím, že nahlásíte jakékoli nežádoucí účinky, které se u Vás vyskytnou. Jak hlásit nežádoucí účinky je popsáno v závěru bodu 4.",11001.0,False,2
358,11003,H,CAP,Package leaflet,cs,,Co naleznete v této příbalové informaci,11001.0,True,3
359,11004,H,CAP,Package leaflet,cs,1,Co je <přípravek> X a k čemu se používá,11001.0,True,4
360,11005,H,CAP,Package leaflet,cs,2,"Čemu musíte věnovat pozornost, než začnete <přípravek> X <užívat> <používat> ",11001.0,True,5
361,11006,H,CAP,Package leaflet,cs,,<Neužívejte> <Nepoužívejte> <přípravek> X,11005.0,True,6
362,11007,H,CAP,Package leaflet,cs,,Upozornění a opatření ,11005.0,True,7
363,11008,H,CAP,Package leaflet,cs,,Děti <a dospívající>,11005.0,True,8
364,11009,H,CAP,Package leaflet,cs,,Další léčivé přípravky a <přípravek> X,11005.0,True,9
365,11010,H,CAP,Package leaflet,cs,,"<Přípravek> X s <jídlem> <a> <,> <pitím> <a> <alkoholem>",11005.0,True,10
366,11011,H,CAP,Package leaflet,cs,,"Těhotenství <a> <,> kojení <a plodnost>",11005.0,True,11
367,11012,H,CAP,Package leaflet,cs,,Řízení dopravních prostředků a obsluha strojů,11005.0,True,12
368,11013,H,CAP,Package leaflet,cs,,<Přípravek> X obsahuje {název pomocné látky/pomocných látek},11005.0,False,13
369,11014,H,CAP,Package leaflet,cs,3,Jak se <přípravek> X <užívá> <používá>,11001.0,True,14
370,11015,H,CAP,Package leaflet,cs,,Použití u dětí <a dospívajících>,11014.0,False,15
371,11016,H,CAP,Package leaflet,cs,,"Jestliže jste <užil(a)> <použil(a)> více <přípravku>X, než jste měl(a)",11014.0,False,16
372,11017,H,CAP,Package leaflet,cs,,Jestliže jste zapomněl(a) <užít> <použít> <přípravek>X,11014.0,False,17
373,11018,H,CAP,Package leaflet,cs,,Jestliže jste přestal(a) <užívat> <používat> <přípravek>X,11014.0,False,18
374,11019,H,CAP,Package leaflet,cs,4,Možné nežádoucí účinky,11001.0,True,19
375,11020,H,CAP,Package leaflet,cs,,Další nežádoucí účinky u dětí <a dospívajících>,11019.0,False,20
376,11021,H,CAP,Package leaflet,cs,,Hlášení nežádoucích účinků,11019.0,True,21
377,11022,H,CAP,Package leaflet,cs,5,Jak <přípravek> X uchovávat,11001.0,True,22
378,11023,H,CAP,Package leaflet,cs,6,Obsah balení a další informace,11001.0,True,23
379,11024,H,CAP,Package leaflet,cs,,Co <přípravek> X obsahuje ,11023.0,True,24
380,11025,H,CAP,Package leaflet,cs,,Jak<přípravek> X vypadá a co obsahuje toto balení,11023.0,True,25
381,11026,H,CAP,Package leaflet,cs,,Držitel rozhodnutí o registraci a výrobce,11023.0,True,26
382,11027,H,CAP,Package leaflet,cs,,Další informace o tomto přípravku získáte u místního zástupce držitele rozhodnutí o registraci:,11023.0,False,27
383,11028,H,CAP,Package leaflet,cs,,Tato příbalová informace byla naposledy revidována <{DD. MM. RRRR}> <{MM/RRRR}> <{měsíc RRRR}>.,11023.0,True,28
384,11029,H,CAP,Package leaflet,cs,,Další zdroje informací,11023.0,False,29
385,11030,H,CAP,Package leaflet,cs,,Následující informace jsou určeny pouze pro zdravotnické pracovníky:,11001.0,False,30
386,12001,H,CAP,SmPC,da,,PRODUKTRESUMÉ,,True,1
387,12002,H,CAP,SmPC,da,,"qDette lægemiddel er underlagt supplerende overvågning. Dermed kan nye sikkerhedsoplysninger hurtigt tilvejebringes. Sundhedspersoner anmodes om at indberette alle formodede bivirkninger. Se i pkt. 4.8, hvordan bivirkninger indberettes.",12001.0,False,2
388,12003,H,CAP,SmPC,da,1,LÆGEMIDLETS NAVN,12001.0,True,3
389,12004,H,CAP,SmPC,da,2,KVALITATIV OG KVANTITATIV SAMMENSÆTNING,12001.0,True,4
390,12005,H,CAP,SmPC,da,2.1,Generel beskrivelse,12004.0,False,5
391,12006,H,CAP,SmPC,da,2.2,Kvalitativ og kvantitativ sammensætning,12004.0,False,6
392,12007,H,CAP,SmPC,da,,"Hjælpestof(fer), som behandleren skal være opmærksom på",12006.0,False,7
393,12008,H,CAP,SmPC,da,3,LÆGEMIDDELFORM,12001.0,True,8
394,12009,H,CAP,SmPC,da,4,KLINISKE OPLYSNINGER,12001.0,True,9
395,12010,H,CAP,SmPC,da,4.1,Terapeutiske indikationer,12009.0,True,10
396,12011,H,CAP,SmPC,da,4.2,Dosering og administration,12009.0,True,11
397,12012,H,CAP,SmPC,da,,Dosering,12011.0,True,12
398,12013,H,CAP,SmPC,da,,Pædiatrisk population,12012.0,True,13
399,12014,H,CAP,SmPC,da,,Administration,12011.0,True,14
400,12015,H,CAP,SmPC,da,,"Sikkerhedsforanstaltninger, der skal tages før håndtering og administration af lægemidlet",12014.0,False,15
401,12016,H,CAP,SmPC,da,4.3,Kontraindikationer,12009.0,True,16
402,12017,H,CAP,SmPC,da,4.4,Særlige advarsler og forsigtighedsregler vedrørende brugen,12009.0,True,17
403,12018,H,CAP,SmPC,da,,Sporbarhed,12017.0,False,18
404,12019,H,CAP,SmPC,da,,Pædiatrisk population,12017.0,False,19
405,12020,H,CAP,SmPC,da,4.5,Interaktion med andre lægemidler og andre former for interaktion,12009.0,True,20
406,12021,H,CAP,SmPC,da,,Pædiatrisk population,12020.0,False,21
407,12022,H,CAP,SmPC,da,4.6,"Fertilitet, graviditet og amning",12009.0,True,22
408,12023,H,CAP,SmPC,da,,Graviditet,12022.0,False,23
409,12024,H,CAP,SmPC,da,,Amning,12022.0,False,24
410,12025,H,CAP,SmPC,da,,Fertilitet,12022.0,False,25
411,12026,H,CAP,SmPC,da,4.7,Virkning på evnen til at føre motorkøretøj og betjene maskiner,12009.0,True,26
412,12027,H,CAP,SmPC,da,4.8,Bivirkninger,12009.0,True,27
413,12028,H,CAP,SmPC,da,,Pædiatrisk population,12027.0,False,28
414,12029,H,CAP,SmPC,da,,Indberetning af formodede bivirkninger,12027.0,True,29
415,12030,H,CAP,SmPC,da,4.9,Overdosering,12009.0,True,30
416,12031,H,CAP,SmPC,da,,Pædiatrisk population,12030.0,False,31
417,12032,H,CAP,SmPC,da,5,FARMAKOLOGISKE EGENSKABER,12001.0,True,32
418,12033,H,CAP,SmPC,da,5.1,Farmakodynamiske egenskaber,12032.0,True,33
419,12034,H,CAP,SmPC,da,,Virkningsmekanisme,12033.0,False,34
420,12035,H,CAP,SmPC,da,,Farmakodynamisk virkning,12033.0,False,35
421,12036,H,CAP,SmPC,da,,Klinisk virkning og sikkerhed,12033.0,False,36
422,12037,H,CAP,SmPC,da,,Pædiatrisk population,12033.0,False,37
423,12038,H,CAP,SmPC,da,5.2,Farmakokinetiske egenskaber,12032.0,True,38
424,12039,H,CAP,SmPC,da,,Absorption,12038.0,False,39
425,12040,H,CAP,SmPC,da,,Fordeling,12038.0,False,40
426,12041,H,CAP,SmPC,da,,Biotransformation,12038.0,False,41
427,12042,H,CAP,SmPC,da,,Elimination,12038.0,False,42
428,12043,H,CAP,SmPC,da,,Linearitet/non-linearitet,12038.0,False,43
429,12044,H,CAP,SmPC,da,,Farmakokinetiske/farmakodynamiske forhold,12038.0,False,44
430,12045,H,CAP,SmPC,da,5.3,Non-kliniske sikkerhedsdata,12032.0,True,45
431,12046,H,CAP,SmPC,da,,Miljørisikovurdering,12045.0,False,46
432,12047,H,CAP,SmPC,da,6,FARMACEUTISKE OPLYSNINGER,12001.0,True,47
433,12048,H,CAP,SmPC,da,6.1,Hjælpestoffer,12047.0,True,48
434,12049,H,CAP,SmPC,da,6.2,Uforligeligheder,12047.0,True,49
435,12050,H,CAP,SmPC,da,6.3,Opbevaringstid,12047.0,True,50
436,12051,H,CAP,SmPC,da,6.4,Særlige opbevaringsforhold,12047.0,True,51
437,12052,H,CAP,SmPC,da,6.5,"Emballagetype og pakningsstørrelser <og specielt udstyr til anvendelse, administration eller implantation>",12047.0,True,52
438,12053,H,CAP,SmPC,da,6.6,Regler for bortskaffelse <og anden håndtering>,12047.0,True,53
439,12054,H,CAP,SmPC,da,,Brug i den pædiatriske population,12053.0,False,54
440,12055,H,CAP,SmPC,da,7,INDEHAVER AF MARKEDSFØRINGSTILLADELSEN,12001.0,True,55
441,12056,H,CAP,SmPC,da,8,MARKEDSFØRINGSTILLADELSESNUMMER (-NUMRE),12001.0,True,56
442,12057,H,CAP,SmPC,da,9,DATO FOR FØRSTE MARKEDSFØRINGSTILLADELSE/FORNYELSE AF TILLADELSEN,12001.0,True,57
443,12058,H,CAP,SmPC,da,10,DATO FOR ÆNDRING AF TEKSTEN,12001.0,True,58
444,12059,H,CAP,SmPC,da,11,DOSIMETRI,12001.0,False,59
445,12060,H,CAP,SmPC,da,12,INSTRUKTIONER FOR FREMSTILLING AF RADIOAKTIVE LÆGEMIDLER,12001.0,False,60
446,13001,H,CAP,Annex II,da,,BILAG II,,True,1
447,13002,H,CAP,Annex II,da,A,<FREMSTILLER(E) AF DET (DE) BIOLOGISK AKTIVE STOF(FER) OG> FREMSTILLER(E) ANSVARLIG(E) FOR BATCHFRIGIVELSE,13001.0,True,2
448,13003,H,CAP,Annex II,da,,Navn og adresse på fremstilleren (fremstillerne) af det (de) biologisk aktive stof(fer),13002.0,False,3
449,13004,H,CAP,Annex II,da,,"Navn og adresse på den fremstiller (de fremstillere), der er ansvarlig(e) for batchfrigivelse",13002.0,True,4
450,13005,H,CAP,Annex II,da,B,BETINGELSER ELLER BEGRÆNSNINGER VEDRØRENDE UDLEVERING OG ANVENDELSE,13001.0,True,5
451,13006,H,CAP,Annex II,da,,Officiel batchfrigivelse,13005.0,False,6
452,13007,H,CAP,Annex II,da,C,ANDRE FORHOLD OG BETINGELSER FOR MARKEDSFØRINGSTILLADELSEN,13001.0,True,7
453,13008,H,CAP,Annex II,da,,"Periodiske, opdaterede sikkerhedsindberetninger (PSUR’er)",13007.0,True,8
454,13009,H,CAP,Annex II,da,D,BETINGELSER ELLER BEGRÆNSNINGER MED HENSYN TIL SIKKER OG EFFEKTIV ANVENDELSE AF LÆGEMIDLET ,13001.0,True,9
455,13010,H,CAP,Annex II,da,,Risikostyringsplan (RMP) ,13009.0,True,10
456,13011,H,CAP,Annex II,da,,Yderligere risikominimeringsforanstaltninger,13009.0,False,11
457,13012,H,CAP,Annex II,da,,Forpligtelse til at gennemføre foranstaltninger efter udstedelse af markedsføringstilladelse,13009.0,False,12
458,13013,H,CAP,Annex II,da,E,SÆRLIG FORPLIGTELSE TIL AT AFSLUTTE FORANSTALTNINGER EFTER UDSTEDELSE AF MARKEDSFØRINGSTILLADELSE TIL LÆGEMIDLER GODKENDT UNDER <BETINGEDE OMSTÆNDIGHEDER> <SÆRLIGE VILKÅR>,13001.0,False,13
459,14001,H,CAP,Labelling,da,A,ETIKETTERING ,,True,1
460,14002,H,CAP,Labelling,da,,"MÆRKNING, DER SKAL ANFØRES <PÅ DEN YDRE EMBALLAGE> <OG> <PÅ DEN INDRE EMBALLAGE>",14001.0,True,2
461,14003,H,CAP,Labelling,da,1,LÆGEMIDLETS NAVN,14002.0,True,3
